	four	second	reports	music	until	example	want	travel	feature	series	re	wasn	service	needed	project	saying	than	best	country	asked	much	life	worked	things	had	easy	possible	right	old	people	support	happy	inside	time	minute	team	along	love	working	such	data	years	didn	internet	million	quite	open	city	future	san	turned	say	note	take	ways	link	going	where	many	wants	photos	single	being	around	world	power	favorite	her	complete	gone	ad	am	gifts	having	tv	large	small	hours	experience	social	via	company	learn	sense	its	always	found	really	research	major	obama	sell	self	also	play	plan	sometimes	microsoft	set	see	movie	available	last	whole	recent	readers	couple	d	continue	anything	into	line	posted	up	us	ago	try	video	let	great	involved	makes	next	process	high	perfect	could	david	scene	start	haven	fact	bring	should	hope	move	means	stuff	email	co	ve	off	less	web	five	become	does	software	doing	problem	worth	above	told	word	work	interview	after	then	them	they	network	created	another	do	away	terms	com	thanks	night	security	post	months	way	update	together	global	guy	change	usually	extra	live	car	december	heard	write	use	still	now	year	happen	space	looking	shows	card	care	couldn	yourself	online	only	between	article	comes	these	media	food	thinking	real	read	early	using	business	aren	lot	trying	building	month	very	learned	family	ask	takes	taken	site	history	tried	help	soon	actually	systems	event	since	reason	put	american	behind	clear	latest	pretty	during	x	close	won	probably	both	whatever	else	lives	look	while	used	user	game	run	seeing	within	e	go	facebook	click	following	announced	started	control	links	including	him	keep	exactly	need	able	based	course	she	tuesday	well	lost	page	twitter	home	he	stories	star	friends	amp	companies	force	likely	even	tips	ever	never	call	tell	wars	give	amazing	answer	before	personal	better	weeks	went	side	content	isn	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	make	left	human	yes	yet	save	deal	popular	super	down	form	finally	did	visit	making	may	grow	man	maybe	talk	nbsp	group	interesting	morning	thing	think	long	little	anyone	were	paid	especially	show	black	get	enough	reading	across	according	doesn	those	different	same	running	money	either	videos	general	film	again	important	u	starting	public	search	two	hour	share	needs	through	late	good	everyone	house	hard	done	least	part	believe	b	build	most	find	please	point	simple	create	understand	fun	itself	spent	spend	source	big	bit	google	often	back	forward	entire	giving	others	later	ll	age	day	red	national	taking	holiday	value	almost	thought	add	works	although	buy	minutes	original	under	every	school	voice	would	phone	must	me	times	end	over	writing	each	driving	got	free	wanted	days	already	top	too	took	past	though	watch	amazon	report	full	however	news	been	several	gave	gift	specific	everything	christmas	why	head	no	longer	level	says	goes	water	today	local	information	name	turn	place	coming	given	white	r	any	ideas	sure	state	outside	come	case	myself	someone	check	week	without	seems	blog	there	idea	program	woman	far	list	design	version	known	rather	short	might	number	feel	story	store	kind	nothing	his	hit	wrote	art	recently	due	holidays	questions	question	fast	called	users	helping	once	issues	include	apple	app	few	something	six	instead	our	york	their	which	who	ones	view	job	gets	half	other	smart	know	because	lead	getting	own	made	book
blog maverick	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	2	0	0	0	3	4	0	0	1	5	1	0	0	0	5	0	0	1	0	0	2	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	1	0	1	7	1	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	1	3	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	2	0	0	0	2	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	3	1	0	0	0	1	0
Steve Pavlina's Personal Development Blog	0	0	0	0	0	0	3	0	0	9	0	1	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	3	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	4	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	2	0	0	0	0	0	0	2	0	1	1	0	0	4	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	4	4	0	0	0	0	1	1	10	1	0	24	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	2	1	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	14	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	9	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	10	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	6	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	4	0	2
Topix Blog	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	3	0	3	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	1	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	3	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	3	1	0	0	0	0	0	0	1	3	3	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	3	0	0	0	2	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	21	0	2	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	7	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	2	2	1	3	0	0	0	0	1	0	0	6	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
kottke.org	0	1	0	2	4	1	5	0	0	5	9	0	0	1	3	0	5	13	1	0	5	2	0	3	8	0	2	4	2	7	0	2	1	8	2	0	1	3	2	1	0	9	3	1	0	1	0	1	3	0	0	1	2	1	1	0	7	9	6	2	1	4	4	4	6	2	1	5	0	0	0	3	0	2	1	1	3	1	1	1	18	1	1	0	6	4	0	7	2	1	1	0	0	10	1	0	0	0	12	11	9	4	5	2	1	0	0	7	1	0	6	3	0	17	3	2	1	30	3	4	0	4	2	0	2	2	2	2	2	2	0	3	0	4	2	1	1	0	1	0	3	2	2	0	1	1	2	0	2	1	1	3	0	1	5	0	10	8	11	24	0	2	2	9	4	0	0	1	0	0	4	1	8	3	1	1	4	1	2	0	1	0	2	0	0	1	1	4	10	1	1	0	2	0	1	0	0	0	7	2	2	2	5	0	7	1	2	4	1	7	0	2	5	0	0	3	8	0	0	0	1	1	2	5	0	1	2	3	4	0	1	1	2	0	3	0	0	1	1	7	1	0	1	1	0	1	0	7	2	2	1	1	1	2	1	0	2	1	0	0	1	0	0	0	2	5	4	0	1	0	0	1	9	0	3	3	1	1	0	29	1	36	2	2	1	13	0	7	0	1	0	1	3	35	2	0	0	5	3	3	1	4	2	0	5	0	2	2	8	3	1	2	1	4	2	1	3	0	6	1	0	1	0	0	0	2	3	6	1	1	8	0	7	7	1	4	0	0	154	0	2	0	5	2	3	3	0	13	1	0	2	3	6	1	3	2	5	4	1	5	5	0	0	1	3	1	13	1	0	1	0	0	0	10	3	1	0	4	1	4	4	1	2	0	3	7	2	0	0	5	5	1	2	0	1	0	2	0	1	0	2	2	2	0	0	7	0	4	1	4	1	1	2	3	0	0	2	0	1	4	3	2	2	3	2	2	4	2	4	2	2	6	0	0	11	7	3	12	0	4	0	2	2	1	1	1	1	1	2	4	2	5	0	0	2	0	3	7	1	2	0	3	0	1	4	2	13	2	0	3	2	0	2	0	0	2	0	2	0	1	0	1	1	0	1	2	1	3	0	1	1	3	2	5	0	0	13	1	0	5	1	0	2	4	3	1	0	2	1	0	8	1	1	0	18	0	3	0	1	2	4	0	0	0	5	0	0	1	0	1	0	1	1	5	1	4	5	8	15	5	13	1	0	1	1	2	4	0	5	10	0	2	3	10	1
43 Folders	5	8	0	0	15	0	26	1	1	0	48	2	3	3	3	11	36	14	0	1	37	32	5	55	26	5	5	24	10	54	3	6	2	46	3	2	1	15	7	6	3	16	8	3	0	5	4	0	8	2	3	21	4	10	5	2	7	20	20	3	0	6	17	10	13	7	10	17	0	2	1	14	3	11	4	3	2	4	4	1	1	2	11	4	9	20	1	77	0	4	0	1	9	27	6	2	15	0	3	18	1	5	13	4	2	2	7	45	4	14	21	3	15	45	21	3	18	14	17	14	0	5	3	2	0	2	24	4	0	11	3	9	0	16	20	1	11	27	11	0	40	13	16	10	4	12	5	1	16	15	5	1	6	3	59	9	10	25	22	48	4	0	10	74	7	3	17	13	5	0	2	4	36	4	3	0	33	13	3	0	8	3	0	2	3	11	20	41	14	3	1	2	0	0	27	6	15	1	22	3	4	5	24	2	1	5	19	43	4	8	8	4	39	10	3	2	29	3	4	9	4	0	2	0	2	30	5	14	2	4	5	5	3	2	2	7	0	11	2	4	2	10	8	8	13	7	2	5	10	6	0	2	6	3	2	3	21	1	2	2	0	2	3	2	8	12	10	8	21	1	2	2	29	0	24	1	4	4	6	39	2	1	5	11	2	2	4	50	5	26	26	3	17	1	4	1	2	13	4	27	1	2	4	1	0	8	7	1	46	47	11	6	18	14	4	0	3	1	45	2	4	13	6	2	2	2	2	9	1	6	13	4	11	15	2	7	14	22	1	0	2	7	33	31	21	28	14	16	3	8	4	1	50	15	13	0	0	18	27	7	9	4	5	7	0	0	0	10	13	0	5	1	0	10	4	4	4	7	5	26	8	2	16	10	11	17	9	6	2	41	10	16	21	7	0	14	3	6	2	2	1	25	7	2	19	25	1	1	3	4	5	37	0	16	4	0	1	1	3	13	10	1	0	5	5	7	2	20	12	0	4	20	1	1	82	3	7	29	4	13	0	2	8	5	7	13	2	14	2	8	2	6	1	0	7	1	1	31	2	2	1	2	12	0	32	1	37	1	3	13	10	5	13	0	6	3	5	7	1	3	0	0	38	3	10	0	5	5	3	8	7	2	11	12	2	5	33	6	0	2	7	3	10	3	2	8	3	16	9	7	6	0	9	7	28	3	2	3	1	2	0	0	3	2	3	5	6	4	0	1	1	8	13	23	4	4	35	1	19	45	70	2	4	19	13	9	22	4	40	57	2	11	13	28	25
Official Google Blog	3	3	0	9	1	1	8	5	4	2	50	0	3	1	8	1	38	8	6	2	5	7	1	9	2	3	2	7	5	41	2	3	3	26	3	5	5	4	8	2	11	11	2	7	20	0	3	8	4	2	1	5	2	14	5	3	4	10	14	0	15	0	2	22	47	5	6	8	3	2	3	2	4	2	6	5	2	7	12	1	3	5	8	1	13	4	2	2	0	1	1	0	0	21	9	3	1	0	2	18	2	9	11	2	0	1	0	10	5	0	16	2	26	28	9	4	2	5	2	7	2	4	9	0	4	3	4	0	1	3	1	3	7	1	6	3	2	0	4	2	28	9	3	4	3	2	1	2	2	2	0	2	1	0	12	1	6	7	14	20	0	2	4	13	3	0	15	4	4	2	2	4	10	0	13	4	0	2	0	0	4	1	3	2	0	9	12	32	37	0	3	3	2	0	0	1	2	10	12	6	0	4	28	0	3	2	4	1	1	9	3	2	3	0	3	4	5	1	9	0	2	2	10	4	0	24	2	2	1	3	8	2	4	2	8	0	3	1	1	2	4	3	4	8	1	0	1	20	7	1	2	4	0	4	3	5	11	0	2	5	1	5	5	1	1	1	2	2	7	2	2	3	1	3	2	0	0	1	10	2	17	6	5	5	5	4	2	23	4	3	1	0	2	6	5	2	2	9	2	7	3	1	1	0	3	5	2	5	11	10	0	0	0	0	0	0	10	1	28	3	0	1	1	1	3	5	2	4	0	2	2	9	5	6	0	1	2	5	13	3	0	2	3	0	7	8	5	14	0	1	3	9	27	2	1	14	1	1	8	4	2	2	2	1	13	1	2	4	3	14	7	0	26	7	0	7	9	18	4	3	5	2	0	2	1	7	1	4	3	18	16	2	1	4	6	3	0	1	3	3	3	6	2	137	2	10	3	1	1	1	5	25	0	38	2	2	4	26	0	0	0	7	4	0	1	3	3	4	7	3	3	3	10	1	7	5	1	16	1	9	5	9	2	2	6	5	17	7	4	9	3	11	0	1	5	2	9	11	2	1	2	1	3	6	8	5	12	3	3	0	4	2	29	2	8	2	4	6	6	1	4	1	4	3	5	2	4	6	0	0	1	5	12	5	1	2	23	0	4	0	7	8	1	4	3	2	1	3	2	1	6	5	1	0	4	1	0	3	2	0	5	7	2	2	2	3	4	3	4	4	0	9	7	3	0	0	46	2	38	11	13	1	15	2	2	1	12	5	2	2	8	0	10	12	3
Autoblog	1	0	3	0	1	0	0	0	0	4	2	1	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0	0	1	2	9	0	0	1	0	4	0	0	0	1	3	0	1	0	0	0	3	1	0	7	0	0	0	0	2	4	4	1	1	0	1	0	0	0	39	0	0	0	0	0	0	0	0	38	0	0	0	0	5	10	0	0	5	0	3	0	1	1	0	0	0	3	0	0	1	0	0	3	5	0	0	0	0	38	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	38	0	0	0	0	0	0	0	0	0	1	7	0	0	1	0	18	0	0	0	38	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	4	0	0	1	0	3	5	0	5	0	0	0	0	0	0	1	0	0	1	2	0	0	4	0	0	0	0	2	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	1	1	0	2	0	0	0	6	3	0	0	2	0	0	6	0	0	0	0	0	0	0	0	13	0	3	0	0	0	38	6	0	3	0	0	0	1	0	0	0	5	1	3	0	0	0	0	6	0	0	1	0	152	1	0	0	0	1	0	0	0	0	0	0	4	0	5	0	38	0	2	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	1	0	38	0	0	0	0	4	0	0	0	0	3	0	3	0	2	0	0	0	0	0	2	0	0	0	1	0	3	0	0	2	0	1	0	0	1	3	41	1	1	0	0	0	0	0	0	0	7	0	0	3	2	0	0	0	0	1	1	1	1	0	6	0	1	0	0	3	0	0	0	3	0	0	0	2	1	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	2	3	1	0	0	0	0	0	0	1	0	0	0	6	1	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	5	2	1	0	0	0	0	1	0	0	2	1	0	4	0	6	0
Daily Kos	7	10	3	0	5	0	9	0	0	2	19	3	2	2	0	5	27	10	7	5	23	3	1	16	33	1	1	26	8	44	11	6	2	22	1	1	6	5	1	12	7	14	6	1	7	6	13	4	5	5	4	12	3	10	0	0	9	16	18	3	1	1	17	4	9	1	0	10	2	3	0	16	0	4	2	2	1	3	0	6	2	9	2	5	14	6	6	10	0	2	10	2	1	20	1	6	4	0	8	7	6	4	20	1	2	0	1	10	3	5	23	1	2	41	26	4	1	11	5	10	2	8	7	2	7	2	12	11	2	3	1	11	3	10	3	6	7	3	1	3	16	18	5	0	7	4	14	1	7	2	2	0	8	5	3	2	22	14	14	67	0	1	11	33	4	2	5	3	18	2	4	1	17	2	3	1	8	11	4	2	11	5	9	3	0	7	19	25	21	3	2	4	4	4	5	0	1	0	18	10	1	5	10	14	0	5	6	3	1	2	4	7	3	3	1	6	10	1	2	0	3	1	1	5	2	3	3	7	0	0	10	4	3	20	2	3	3	5	9	10	0	5	2	5	0	4	6	6	15	4	0	0	1	1	2	2	9	2	0	4	3	2	6	0	8	14	3	4	9	5	5	6	24	5	15	5	5	7	10	114	6	7	2	5	2	5	8	25	1	5	9	1	2	10	2	0	2	19	1	2	0	2	1	5	8	6	4	1	19	9	2	7	2	31	20	0	6	0	12	1	3	5	5	0	2	0	0	8	0	0	21	0	5	10	2	12	3	10	0	8	1	15	12	14	3	11	6	24	1	1	25	8	13	4	1	6	9	9	26	4	5	5	5	2	1	5	3	8	8	8	3	2	0	22	0	2	2	10	6	21	2	19	7	1	4	6	2	0	4	28	18	1	8	5	0	2	5	6	1	3	0	12	4	0	4	18	3	1	2	4	3	12	3	12	3	7	3	5	2	10	4	4	1	2	0	1	1	7	14	2	0	33	0	4	19	14	5	14	0	1	4	14	9	0	11	3	7	7	4	7	14	4	0	8	4	7	35	34	6	4	0	0	5	10	16	3	30	6	7	13	0	0	18	1	5	3	1	6	5	6	11	14	10	5	4	17	1	13	5	3	4	1	19	2	6	0	49	4	2	2	5	3	0	2	4	4	0	13	3	5	10	0	9	7	64	2	2	0	5	6	3	3	5	0	4	0	1	2	6	1	1	2	4	5	6	6	33	5	47	18	52	0	0	3	2	4	16	0	9	17	2	2	8	14	7
Google Blogoscoped	0	1	0	0	0	0	2	0	2	0	5	0	6	1	0	0	1	4	0	1	4	0	0	1	3	1	1	1	0	3	0	0	0	4	0	0	0	2	2	0	0	1	0	0	0	0	2	0	1	0	1	0	1	1	0	1	2	1	0	0	0	1	0	2	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	1	4	0	0	0	0	0	0	0	2	0	0	3	0	0	3	1	1	0	0	2	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	1	4	3	0	0	0	2	0	0	0	0	0	1	0	0	3	4	7	0	0	2	3	0	0	0	1	0	0	2	0	1	0	1	0	0	1	0	0	1	1	0	0	0	3	0	4	0	0	0	0	0	0	0	0	1	1	2	0	0	1	1	0	1	1	0	2	0	4	0	1	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	0	2	0	1	1	2	2	2	1	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	2	2	0	0	1	2	0	0	1	0	0	0	1	4	0	0	1	0	0	0	0	0	3	0	0	0	0	1	1	0	1	1	0	0	4	2	0	0	0	2	0	0	0	1	3	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	7	0	0	1	0	1	0	1	1	0	1	1	0	5	0	1	2	0	0	3	2	1	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	3	3	0	0	1	1	0	1	0	0	0	4	0	0	28	1	3	0	0	0	1	2	6	0	3	0	0	0	0	0	0	0	3	0	2	0	0	0	0	1	0	0	11	4	0	4	1	0	1	0	3	0	0	2	0	0	1	1	2	1	2	3	0	0	0	2	0	1	4	1	1	0	0	0	0	0	0	6	1	0	1	1	0	1	0	0	2	0	2	0	0	0	1	3	0	0	0	0	1	1	0	1	0	0	0	0	1	5	3	0	0	0	1	1	0	0	0	0	0	5	1	0	2	0	0	1	1	0	0	0	0	0	2	4	1	1	0	0	1	0	0	0	4	1	2	0	0	3	0	4	5	5	0	2	0	0	0	4	1	2	5	0	0	0	2	0
Deadspin	0	2	0	3	0	0	0	0	0	2	2	0	0	0	0	0	1	5	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	4	3	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	0	5	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	1	0	5	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	1	0	6	0	0	0	0	0	0	0	5	0	0	4	4	0	0	4	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	2	0	1	0	0	0	0	0	3	0	0	1	0	0	1	0	4	0	0	3	2	0	0	0	1	0	1	0	3	0	3	0	2	0	0	0	2	0	0	1	0	0	0	1	0	1	1	3	5	0	3	0	1	1	0	0	0	0	3	1	0	0	0	0	1	0	1	25	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	2	1	0	5	1	0	0	0	0	2	1	1	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	2	1	7	0	3	0	0	2	1	0	0	1	1	1	2	0	2	2	0	0	3	0	1	0	1	0	1	0	0	1	1	0	0	1	9	0	0	0	0	1	0	1	3	0	0	1	0	1	0	0	3	0	0	1	0	1	1	0	2	0	0	0	0	0	0	2	2	0	1	1	1	2	0	0	0	2	0	0	0	1	3	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	1	2	1	3	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	3	0	3	4	0	1	4	0	2	3	0	0	0	0	0	5	0	0	2	0	1	0	2	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	3	1	1	4	5	0	0	1	1	1	0	0	4	1	1	0	1	1	0
The Dish	0	0	0	0	0	4	1	0	0	0	2	0	0	0	0	1	4	0	0	0	2	1	0	3	4	0	1	0	3	5	2	0	0	6	0	0	0	7	0	0	0	11	3	2	1	1	2	0	0	0	0	1	3	1	0	0	2	0	3	0	1	1	0	4	7	0	2	1	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	7	0	1	1	0	1	0	0	7	3	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	3	4	0	0	0	3	0	3	0	1	0	1	1	0	0	1	1	1	0	1	1	3	0	2	7	0	8	0	2	2	3	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	2	3	0	0	2	1	0	0	1	0	0	3	1	0	0	5	0	0	0	1	9	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	2	0	0	0	1	0	2	0	2	0	1	1	2	0	0	1	0	3	0	0	0	1	0	0	0	0	3	0	0	2	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	3	0	0	1	0	0	0	2	4	0	0	2	0	0	0	0	0	1	1	1	2	0	1	0	2	1	0	0	0	4	1	0	1	0	4	1	0	1	0	2	0	0	1	1	0	0	0	0	1	0	0	2	0	0	1	0	1	1	2	0	0	0	2	1	1	6	2	2	1	0	0	0	0	2	1	3	0	2	1	2	1	2	0	1	1	0	0	0	0	0	3	1	1	0	1	0	0	0	4	0	0	0	2	1	0	2	3	0	0	0	5	2	3	0	2	0	1	0	1	0	0	1	2	0	0	2	3	1	1	0	1	0	3	1	9	0	0	1	0	0	1	2	0	0	0	0	0	1	2	1	0	1	1	0	0	11	1	3	3	2	0	0	0	0	1	0	0	0	1	1	3	1	0	0	0	0	1	2	6	0	1	1	0	0	0	3	1	6	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	2	0	6	3	3	0	0	0	0	0	0	1	1	3	1	1	0	3	0	0	2	11	0	1	1	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	2	5	0	2	1	0	1	2	0	6	1	0	0	1	2	3
